,X,Y,FID,source,type,natureobje,description,codecpv_di,referencec,datepublic,dureemois,montant,formeprix,departement executant,nature,procedure_,categoriee,denominati,departement entreprise
88,2.8212988183858,50.4372553547509,89,API AIFE,Marché,Travaux,"20S099-Lot 9 : Accord cadre à bons de commande pour l'entretien, la réparation et les petits aménagements de menuiseries métalliques, inférieurs ou égaux à 70 000  H.T.",45,Travaux de construction de bâtiments,2021/08/24,12,1600000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,SOGEBAT,Pas-de-Calais
89,2.8212988183858,50.4372553547509,90,API AIFE,Marché,Services,Transport et valorisation des matXXXXXriaux triXXXXXs issus de collectes sXXXXXlectives,90,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux,2020/04/05,36,21700,Ferme,62,MARCHE,Appel d'offres ouvert,GE,PAPREC FRANCE,Paris
90,2.8212988183858,50.4372553547509,91,API AIFE,Marché,Travaux,19S050-Lot nXXXXX 2 : Equipements de sXXXXXcuritXXXXX pour les postes de dXXXXXchargement.,45,"Travaux d'installation de clôtures, de garde-corps et de dispositifs de sécurité",2019/10/01,5,32335,Ferme,62,MARCHE,Procédure adaptée,NC,AGEC,Pyrénées-Atlantiques
91,2.8212988183858,50.4372553547509,92,API AIFE,Marché,Travaux,22S076 :  HARNES - Création d'un forage d'essai transformable en forage de réinjection dans le cadre de l'étude de faisabilité géothermique sur nappe,45,Travaux de forage et d'exploration,2022/08/05,14,97868,Ferme et actualisable,62,MARCHE,Procédure adaptée,PME,NORD FORAGES,Pas-de-Calais
92,2.8212988183858,50.4372553547509,93,API AIFE,Marché,Services,Marché subséquent n° 6 : porté à connais,71,"Services d'architecture, d'ingénierie et de planification",2022/06/27,1,6531,Ferme,62,MARCHE SUBSEQUENT,Appel d'offres ouvert,PME,CLAIRE SCHORTER / TN PLUS,Val-de-Marne
93,2.8212988183858,50.4372553547509,94,API AIFE,Marché,Services,17S0066-Prestation de formation Ecole NumXXXXXrique et animateurs d'Espaces Publics NumXXXXXriques - Relance du lot 2 suite infructueux : Formation des animateurs EPN,80,Services de formation informatique,2019/05/29,12,32925,Révisable,62,MARCHE,Marché public négocié sans publicité ni mise en concurrence préalable,NC,ASS PREFIGURATION COOP ASSEMBLEU,Nord
94,2.8212988183858,50.4372553547509,95,API AIFE,Marché,Fournitures,Groupement de commandes pour l'achat de papier,22,"Papiers à usage graphique, ni couchés ni enduits",2020/04/05,12,8029,Révisable,62,MARCHE SUBSEQUENT,Appel d'offres ouvert,PME,SDAG ADHESIFS,Bas-Rhin
95,2.8212988183858,50.4372553547509,96,API AIFE,Marché,Services,21S052-21S052 - Traitement par valorisation des déchets bois de classe A et B,90,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux,2021/11/16,24,100000,Révisable,62,MARCHE,Appel d'offres ouvert,GE,VEOLIA RECYCLAGE VALORISATION,Nord
96,2.8212988183858,50.4372553547509,97,API AIFE,Marché,Services,22S004-Accord-cadre de prestations d'assistance technique relatives aux travaux de bâtiments sur le territoire de la Communauté d'Agglomération de Lens Liévin,71,Services divers d'ingénierie,2022/04/28,48,400000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,ETI,Grpt VERDI NPC/VERDI CONSEIL/QUALIVIA,Nord
97,2.8212988183858,50.4372553547509,98,API AIFE,Marché,Services,21S014R-Traitement par valorisation des objets encombrants,90,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux,2021/12/21,12,1707980,Révisable,62,MARCHE,Appel d'offres ouvert,GE,SUEZ RV NORD EST,Bas-Rhin
98,2.8212988183858,50.4372553547509,99,API AIFE,Marché,Services,Transport et valorisation des matXXXXXriaux triXXXXXs issus de collectes sXXXXXlectives,90,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux,2020/08/15,36,202400,Ferme,62,MARCHE,Appel d'offres ouvert,GE,PAPREC FRANCE,Paris
99,2.8212988183858,50.4372553547509,100,API AIFE,Marché,Services,MarchXXXXX de prestations de services pour la gestion des aires d'accueil des gens du voyage,70,Services de gestion de terrains,2020/04/05,12,71700,Révisable,62,MARCHE,Procédure adaptée,PME,ACGV SERVICE,Charente-Maritime
100,2.8212988183858,50.4372553547509,101,API AIFE,Marché,Travaux,20S098-Accord cadre à marchés subséquents pour les  travaux de rénovation de l'éclairage supérieurs à 150 000  H.T.,45,Installation de matériel d'éclairage public,2021/01/22,48,121743,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,CITEOS SANTERNE NORD PICARDIE,Pas-de-Calais
101,2.8212988183858,50.4372553547509,102,API AIFE,Marché,Services,19S110-Assistance à Maîtrise d'Ouvrage (AMO) pour l'Elaboration du Plan Local de l'Habitat 3 (PLH3),79,Services d'études,2022/11/17,32,68750,Ferme et actualisable,62,MARCHE,Appel d'offres ouvert,PME,Groupement GTC - ARVAL - FGN conseil,Paris
102,2.8212988183858,50.4372553547509,103,API AIFE,Marché,Fournitures,21S006R-Lot 1 : Location d'engins de chantier sans chauffeur,34,Véhicules utilitaires,2021/08/19,48,80000,Révisable,59,ACCORD-CADRE,Procédure adaptée,NC,KILOUTOU,Nord
103,2.8212988183858,50.4372553547509,104,API AIFE,Marché,Services,MS2 -Maitrise d'uvre pour la réalisatio,71,"Services d'architecture, d'ingénierie et de planification",2020/04/10,24,49000,Ferme et actualisable,62,MARCHE SUBSEQUENT,Appel d'offres ouvert,PME,CLAIRE SCHORTER / TN PLUS,Val-de-Marne
104,2.8212988183858,50.4372553547509,105,API AIFE,Marché,Travaux,20C004-Lot 1 Accord cadre à bons de commande pour des travaux d'eau potable  inférieurs ou égaux à  100 000 euros H.T.,45,Travaux relatifs aux conduites d'alimentation en eau,2021/01/11,48,250437,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,GE,VEOLIA EAU,Paris
105,2.8212988183858,50.4372553547509,106,API AIFE,Marché,Fournitures,20S034- Liévin rues Ferry et Koenig - travaux d'eau potable,44,Conduites d'eau potable,2020/09/29,4,274791,Ferme et actualisable,62,MARCHE,Procédure adaptée,NC,SADE CGTH,Pas-de-Calais
106,2.8212988183858,50.4372553547509,107,API AIFE,Marché,Services,22S015-Prestation de graphisme pour l'édition de brochures du Pays d'art et d'histoire de la Communauté d'agglomération de Lens-Liévin,79,Services de conception graphique,2022/03/24,12,8000,Ferme,62,MARCHE,Procédure adaptée,PME,ELISA RIVAS,Loire-Atlantique
107,2.8212988183858,50.4372553547509,108,API AIFE,Marché,Services,22S031-MISSION D'ASSISTANCE A MAITRISE D'OUVRAGE EN MATIÈRE DE FAISABILITÉ POUR LA MISE EN PLACE DE POMPE(S) À CHALEUR GÉOTHERMIQUE(S),71,"Services de géologie, d'océanographie et d'hydrologie",2022/05/09,45,36300,Révisable,62,MARCHE,Procédure adaptée,PME,SARL EGEE Développement,Nord
108,2.8212988183858,50.4372553547509,109,API AIFE,Marché,Fournitures,22S107-Prestations diverses de gestion et de surveillance de l'aérodrome de Bénifontaine,34,Système de surveillance d'aéroport (SUR),2022/12/30,11,20100,Révisable,62,MARCHE,Procédure adaptée,NC,FRANCOIS CARON AERO,Pas-de-Calais
109,2.8212988183858,50.4372553547509,110,API AIFE,Marché,Services,20C005-Fournitures de plateaux-repas et repas assis,55,Services traiteur,2021/03/22,48,16000,Ferme et actualisable,62,ACCORD-CADRE,Procédure adaptée,GE,Poivre rose,Pas-de-Calais
110,2.8212988183858,50.4372553547509,111,API AIFE,Marché,Services,"22C003-Accord-cadre pour l'AMO relative aux mises aux normes, à l'analyse du contrat en cours, aux investissements potentiels à réaliser et au renouvellement du contrat liés à l'exploitation du C.V.E. de NOYELLES/LENS et M.S. 1",79,Services d'études,2023/01/18,72,166666,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,PARME AVOCATS,Paris
111,2.8212988183858,50.4372553547509,112,API AIFE,Marché,Services,"20S057-Maintenance, entretien et réparation des chaufferies et appareils de chauffage du patrimoine de la Communauté d'Agglomération de Lens-Liévin (CALL)",50,Services de réparation et d'entretien de chaudières,2020/11/02,48,180000,Révisable,62,ACCORD-CADRE,Procédure adaptée,NC,HDF CHAUFFAGE,Pas-de-Calais
112,2.8212988183858,50.4372553547509,113,API AIFE,Marché,Travaux,19S097-Lot 10 : Peinture,45,"Travaux de construction de bâtiments destinés aux loisirs, aux sports, à la culture, à l'hébergement et de restaurants",2019/11/14,26,28525,Révisable,62,MARCHE,Procédure adaptée,PME,LES PEINTURES DU NORD,Pas-de-Calais
113,,,114,API AIFE,Marché,Services,"18S0141-MarchXXXXX global de performance pour la conception, la rXXXXXalisation et l'exploitation de deux dXXXXXchXXXXXteries",90,Services liés aux déchets et aux ordures,2022/07/01,84,90500000,Révisable,62,MARCHE,Dialogue compétitif,NC, , 
114,2.8212988183858,50.4372553547509,115,API AIFE,Marché,Services,Formations relatives au RXXXXXglement GXXXXXnXXXXXral sur la Protection des DonnXXXXXes,80,Services de formation,2020/04/06,12,16350,Ferme,62,MARCHE SUBSEQUENT,Procédure adaptée,PME,MANAGER'S SOLUTION,Pas-de-Calais
115,2.8212988183858,50.4372553547509,116,API AIFE,Marché,Fournitures,Fourniture de cXXXXXrXXXXXales et d'aliments composXXXXXs pour les animaux du Parc des Cytises,11, ,2020/04/07,12,14000,Révisable,62,ACCORD-CADRE,Procédure adaptée,PME,SAS DURANEL,Pas-de-Calais
116,2.8212988183858,50.4372553547509,117,API AIFE,Marché,Services,"19S015-Impression XXXXXdition ""parcours - territoire en mouvement""",79,Services d'impression et de distribution,2019/05/29,3,3300,Ferme,62,MARCHE,Procédure adaptée,PME,PPO GRAPHIC,Essonne
117,2.8212988183858,50.4372553547509,118,API AIFE,Marché,Services,21S096-21S096 - Mission d'assistance à maîtrise d'ouvrage visant à évaluer et accompagner une réflexion sur la (re)dynamisation des processus de participation des habitants dans le cadre de la politique de la ville.,79,Services d'études,2022/04/06,18,32000,Révisable,62,MARCHE,Procédure adaptée,PME,COPAS,Nord
118,2.8212988183858,50.4372553547509,119,API AIFE,Marché,Travaux,19S049-Lot 4 : Plomberie Sanitaire Chauffage Ventilation,45,Travaux d'installation de ventilation,2020/03/06,14,229491,Révisable,62,MARCHE,Procédure adaptée,PME,EFFET D'O,Pas-de-Calais
119,2.8212988183858,50.4372553547509,120,API AIFE,Marché,Travaux,19S097-Lot 5 : Serrurerie - Equipements sportifs,45,"Travaux de construction de bâtiments destinés aux loisirs, aux sports, à la culture, à l'hébergement et de restaurants",2019/11/14,26,116500,Révisable,62,MARCHE,Procédure adaptée,PME,SERMALU,Pas-de-Calais
120,2.8212988183858,50.4372553547509,121,API AIFE,Marché,Travaux,22S012-Travaux d'optimisation de l'entretien du Mémorial Notre Dame de Lorette  Anneau de la Mémoire,45,Travaux d'aménagement paysager d'espaces verts,2022/02/28,3,210585,Révisable,62,MARCHE,Marché public négocié sans publicité ni mise en concurrence préalable,NC,PINSON PAYSAGE NORD,Pas-de-Calais
121,2.8212988183858,50.4372553547509,122,API AIFE,Marché,Travaux,22S020-Accord cadre à marchés subséquents pour des prestations de travaux pour la valorisation du patrimoine communautaire supérieurs à 150 000  H.T. - Lot 2,45,Travaux de terrassement,2022/08/12,12,110611,Révisable,62,ACCORD-CADRE,Procédure adaptée,NC,CARDEM SAS,Moselle
122,2.8212988183858,50.4372553547509,123,API AIFE,Marché,Travaux,22S032-Lot 2 - Travaux d'eau potable,45,Travaux d'assainissement,2022/08/02,36,276765,Ferme,62,MARCHE,Procédure adaptée,PME,BALESTRA TP,Pas-de-Calais
123,2.8212988183858,50.4372553547509,124,API AIFE,Marché,Travaux,19S097-Lot 9 : Sol souple,45,"Travaux de construction de bâtiments destinés aux loisirs, aux sports, à la culture, à l'hébergement et de restaurants",2019/11/14,26,60726,Révisable,62,MARCHE,Procédure adaptée,PME,SAS PIQUE ET FILS,Nord
124,2.8212988183858,50.4372553547509,125,API AIFE,Marché,Travaux,19S097-Lot 3 : Couverture bardage,45,"Travaux de construction de bâtiments destinés aux loisirs, aux sports, à la culture, à l'hébergement et de restaurants",2019/11/14,26,455000,Révisable,62,MARCHE,Procédure adaptée,NC,SMAC,Nord
125,2.8212988183858,50.4372553547509,126,API AIFE,Marché,Services,"20S130-20S130 - Etude de faisabilité pour la requalification d'immeubles dégradés des curs de villes de Lens, Liévin et Harnes.",79,Services d'études,2022/12/20,12,110000,Ferme et actualisable,62,MARCHE,Appel d'offres ouvert,PME,CITEMETRIE SAS,Paris
126,2.8212988183858,50.4372553547509,127,API AIFE,Marché,Services,20S073-Prestation de graphisme pour la mise en page des supports de l'exposition « Territoire en mouvement » du Pays d'art et d'Histoire de la Communauté d'agglomération de LENS-LIEVIN.,79,Services de conception graphique,2020/09/21,4,3800,Ferme,62,MARCHE,Procédure adaptée,PME,PORTNOI,Paris
127,2.8212988183858,50.4372553547509,128,API AIFE,Marché,Services,Accord cadre XXXXX bons de commande pour le gardiennage et la tXXXXXlXXXXXsurveillance des sites de la CommunautXXXXX d'agglomXXXXXration de Lens LiXXXXXvin,79,Services de sécurité,2020/04/07,12,118138,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,SBM SECURITE,Pas-de-Calais
128,2.8212988183858,50.4372553547509,129,API AIFE,Marché,Services,20S032-Lot 1 - Collecte et remise des courriers et colis,64,Services postaux,2020/08/10,12,186000,Révisable,62,MARCHE,Procédure adaptée,GE,La Poste SA,Paris
129,2.8212988183858,50.4372553547509,130,API AIFE,Marché,Travaux,"20S099-Lot 1 : Accord cadre à bons de commande pour l'entretien, la réparation et les petits aménagements de Gros uvre, inférieurs ou égaux à 70 000  H.T.",45,Travaux de construction de bâtiments,2021/08/24,12,1600000,Révisable,59,ACCORD-CADRE,Appel d'offres ouvert,NC,SAS BRUNO VANMARCKE,Nord
130,2.8212988183858,50.4372553547509,131,API AIFE,Marché,Fournitures,20S132-ANNAY-SOUS-LENS - Rue Mattéi et Cité Delsaux RD 917 - Travaux d'assainissement et d'eau potable,44,Conduites d'eau potable,2021/08/24,12,910534,Révisable,62,MARCHE,Procédure adaptée,NC,SADE CGTH,Pas-de-Calais
131,2.8212988183858,50.4372553547509,132,API AIFE,Marché,Travaux,19S097-Lot 6 : PlXXXXXtrerie - faux plafonds,45,"Travaux de construction de bâtiments destinés aux loisirs, aux sports, à la culture, à l'hébergement et de restaurants",2019/11/14,26,40613,Révisable,62,MARCHE,Procédure adaptée,PME,MP ENTREPRISE,Pas-de-Calais
132,2.8212988183858,50.4372553547509,133,API AIFE,Marché,Services,20S042-Accord-cadre de prestations géotechniques,71,Services d'ingénierie géotechnique,2020/11/02,12,320000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,HYDROGEOTECHNIQUE NO,Val-d'Oise
133,2.8212988183858,50.4372553547509,134,API AIFE,Marché,Fournitures,20S046N lot 7-Fourniture d'équipements de pré-collecte et de systèmes de contrôle d'accès (lot 7),18,Sacs et sachets,2021/01/11,48,3392,Révisable,62,ACCORD-CADRE,Marché public négocié sans publicité ni mise en concurrence préalable,PME,TERRA VERDE,Rhône
134,2.8212988183858,50.4372553547509,135,API AIFE,Marché,Services,21S058-21S058 - (MS5) Etude urbaine pré-opérationnelle sur la cité Riaumont à Liévin dans le cadre de l'Engagement pour le Renouveau du Bassin Minier,71,"Études de faisabilité, service de conseil, analyse",2022/01/03,18,64364,Révisable,62,MARCHE SUBSEQUENT,Appel d'offres ouvert,PME,PAYSAGE 360,Pas-de-Calais
135,2.8212988183858,50.4372553547509,136,API AIFE,Marché,Services,"21S011-MARCHE DE MAINTENANCE, ENTRETIEN ET REPARATION DES ACCES AUTOMATISES DE LA COMMUNAUTE D'AGGLOMERATION DE LENS-LIEVIN",50,Services de maintenance de systèmes,2021/04/14,48,30490,Révisable,62,ACCORD-CADRE,Procédure adaptée,ETI,THYSSENKRUPP ASCENSEURS,Maine-et-Loire
136,2.8212988183858,50.4372553547509,137,API AIFE,Marché,Services,Evaluation XXXXX mi-parcours du Contrat de Ville,79,Services d'études,2020/03/27,8,26775,Ferme,62,MARCHE,Appel d'offres ouvert,NC,EXTRACITE,Nord
137,2.8212988183858,50.4372553547509,138,API AIFE,Marché,Services,22S025-Accord-cadre de prestations géotechniques,71,Services d'ingénierie géotechnique,2022/11/17,12,160000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,GINGER CEBTP,Pas-de-Calais
138,2.8212988183858,50.4372553547509,139,API AIFE,Marché,Fournitures,22S100-Groupement de commandes pour la Fourniture et livraison de sel de déneigement,34,Sel de déneigement,2022/11/17,48,400000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,ETI,ROCK SAS,Haut-Rhin
139,2.8212988183858,50.4372553547509,140,API AIFE,Marché,Services,"Mission d'appui organisationnel et logistique pour l'organisation de la 2XXXXXme XXXXXdition du salon immersif ""My green City""",79,Services d'organisation d'événements,2020/04/05,12,62500,Ferme,62,MARCHE,Procédure adaptée,NC,BLP COTEO,Pas-de-Calais
140,2.8212988183858,50.4372553547509,141,API AIFE,Marché,Travaux,21S003-Travaux d'assainissement rue du Docteur Biat à Liévin,45,Travaux d'assainissement,2022/01/03,16,449851,Révisable,62,MARCHE SUBSEQUENT,Appel d'offres ouvert,NC,SOGEA NORD HYDRAULIQUE SAS,Pas-de-Calais
141,2.8212988183858,50.4372553547509,142,API AIFE,Marché,Services,19S014-Mission d'accompagnement pour le suivi de projets de production d'énergie renouvelables,79,Services d'études,2020/11/26,24,12000,Révisable,59,MARCHE,Procédure adaptée,PME,Energies hauts de france,Nord
142,2.8212988183858,50.4372553547509,143,API AIFE,Marché,Services,21S123-Transport et valorisation des matériaux métalliques issus des collectes sélectives - lot 1,90,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux,2022/08/11,12,291410,Ferme et actualisable,62,MARCHE,Appel d'offres ouvert,ETI,SAS NORD PAL PLAST,Nord
143,2.8212988183858,50.4372553547509,144,API AIFE,Marché,Travaux,20S099-Lot 6 : Accord cadre à marchés subséquents pour les  travaux d'électricité supérieurs à 70 000  H.T.,45,Travaux de construction de bâtiments,2021/08/24,12,533333,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,GE,SA LESOT,Pas-de-Calais
144,2.8212988183858,50.4372553547509,145,API AIFE,Marché,Services,21S138-Contrat de licence et de maintenance logiciels SIG (Contrat EA) et prestations associées,72,Services de maintenance et de réparation de logiciels,2022/02/16,36,604521,Révisable,62,ACCORD-CADRE,Marché public négocié sans publicité ni mise en concurrence préalable,PME,ESRI FRANCE,Hauts-de-Seine
145,2.8212988183858,50.4372553547509,146,API AIFE,Marché,Services,"19C004-Assistance XXXXX MaXXXXXtrise d'Ouvrage pour l'animation, l'accompagnement opXXXXXrationnel et l'XXXXXvaluation du SystXXXXXme Alimentaire Territorial Durable de la CommunautXXXXX d'AgglomXXXXXration de Lens-LiXXXXXvin (marchXXXXX multi attributair",71,"Études de faisabilité, service de conseil, analyse",2019/09/03,48,385000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,BLEZAT CONSULTING,Rhône
146,2.8212988183858,50.4372553547509,147,API AIFE,Marché,Fournitures,20S023-LIEVIN -  rue du 1er Mai,44,Conduites d'eau potable,2020/06/25,3,164900,Ferme et actualisable,62,MARCHE,Procédure adaptée,NC,DUCROCQ TP,Pas-de-Calais
147,2.8212988183858,50.4372553547509,148,API AIFE,Marché,Travaux,19S141 - Création d'un enclos faisans au Parc des Cytises,45,Travaux d'aménagement paysager d'espaces verts,2020/08/12,20,136623,Ferme et actualisable,62,MARCHE,Procédure adaptée,NC,IDVERDE,Pas-de-Calais
148,2.8212988183858,50.4372553547509,149,API AIFE,Marché,Fournitures,20S094-Travaux d'assainissement et d'eau potable Cité Lequeux à AVION,44,Conduites d'eau potable,2021/08/25,24,393598,Ferme et actualisable,62,MARCHE,Procédure adaptée,NC,DESQUESNES,Pas-de-Calais
149,2.8212988183858,50.4372553547509,150,API AIFE,Marché,Fournitures,20S046-Lot 5 - Fourniture de bornes enterrées,34,Conteneurs et poubelles de déchets,2021/01/11,48,337081,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,ETI,SULO FRANCE,Rhône
150,2.8212988183858,50.4372553547509,151,API AIFE,Marché,Services,19S006-Elaboration de dossiers rXXXXXglementaires sur 2 systXXXXXmes d'assainissement de la CALL,79,Services d'études,2019/09/05,30,58105,Révisable,62,MARCHE,Procédure adaptée,NC,SAFEGE,Seine-Maritime
151,2.8212988183858,50.4372553547509,152,API AIFE,Marché,Travaux,19S049-Lot 3 : Electricité Courants Forts & Courants Faibles,45,Travaux d'installation de ventilation,2020/03/06,14,159323,Révisable,62,MARCHE,Procédure adaptée,PME,DAINVILLE ELECTRICITE,Pas-de-Calais
152,2.8212988183858,50.4372553547509,153,API AIFE,Marché,Travaux,20S099-Lot 14 : Accord cadre à marchés subséquents pour les  travaux de peinture revêtements collés supérieurs à 70 000  H.T.,45,Travaux de construction de bâtiments,2021/08/24,12,533333,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,SARL IERA,Nord
153,2.8212988183858,50.4372553547509,154,API AIFE,Marché,Services,Transport et valorisation des matXXXXXriaux triXXXXXs issus de collectes sXXXXXlectives,90,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux,2020/10/16,36,437050,Ferme,62,MARCHE,Appel d'offres ouvert,GE,PAPREC FRANCE,Paris
154,2.8212988183858,50.4372553547509,155,API AIFE,Marché,Fournitures,21S063-Achat de matériel thermique (lot 1),16,Matériel de jardinage divers,2021/10/28,12,42975,Ferme,62,MARCHE,Procédure adaptée,ETI,MAPP Votre mat�riel de jardin,Nord
155,2.8212988183858,50.4372553547509,156,API AIFE,Marché,Services,Assistance à maitrise d'ouvrage  pour la précision et la commercialisation de produits en accession à la propriété dans les quartiers en renouvellement urbain,71,"Études de faisabilité, service de conseil, analyse",2022/02/16,11,0,Ferme,62,MARCHE,Appel d'offres ouvert,PME,ESPACITE,Val-de-Marne
156,2.8212988183858,50.4372553547509,157,API AIFE,Marché,Services,"20S097-Lot 1 - Accord-cadre à bons de commande pour le service hivernal de salage et de déneigement des voiries, pistes cyclables et piétonniers",90,Services de déneigement,2020/12/21,12,83146,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,SOTRAVEER,Nord
157,2.8212988183858,50.4372553547509,158,API AIFE,Marché,Services,20S0127-REALISATION DE DIVERS TRAVAUX DE REPROGRAPHIE ET D'IMPRESSION POUR LA COMMUNAUTE D'AGGLOMERATION DE LENS LIEVIN,79,Services de reprographie,2022/12/20,48,180000,Révisable,62,ACCORD-CADRE,Procédure adaptée,PME,REPROCOLOR,Nord
158,2.8212988183858,50.4372553547509,159,API AIFE,Marché,Travaux,20S099-Lot 2 : Accord cadre à marchés subséquents pour les  travaux de gros uvre supérieurs à 70 000  H.T.,45,Travaux de construction de bâtiments,2021/08/24,12,533333,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,SAS BRUNO VANMARCKE,Nord
159,2.8212988183858,50.4372553547509,160,API AIFE,Marché,Travaux,19S097-Lot 4 : Menuiseries extXXXXXrieures mXXXXXtalliques,45,"Travaux de construction de bâtiments destinés aux loisirs, aux sports, à la culture, à l'hébergement et de restaurants",2019/11/14,26,52551,Révisable,62,MARCHE,Procédure adaptée,PME,SEMIT,Pas-de-Calais
160,2.8212988183858,50.4372553547509,161,API AIFE,Marché,Fournitures,19S100-Communes de LOOS-EN-GOHELLE et LIEVIN : dXXXXXvoiement conduite d'eau potable DN 400 pour implantation dXXXXXchetterie sur QUADRAPARC - Rue Robert Fulton,44,Conduites d'eau potable,2019/11/05,14,147855,Ferme et actualisable,62,MARCHE,Procédure adaptée,NC,SAS EHTP,Pas-de-Calais
161,2.8212988183858,50.4372553547509,162,API AIFE,Marché,Services,Marché subséquent 1,71,Services de contrôle technique de bâtiments,2020/04/10,60,5900,Ferme et actualisable,62,MARCHE SUBSEQUENT,Appel d'offres ouvert,NC,VERITAS,Pas-de-Calais
162,2.8212988183858,50.4372553547509,163,API AIFE,Marché,Fournitures,19S111-Vêtements de travail et de pluie,18,"Vêtements professionnels, vêtements de travail spéciaux et accessoires",2021/11/02,0,0,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,WORK SHOP,Pas-de-Calais
163,2.8212988183858,50.4372553547509,164,API AIFE,Marché,Services,19S108-Groupement de commandes pour l'acquisition de prestations liXXXXXes au dXXXXXploiement du permis de louer sur une partie du territoire de la CommunautXXXXX d'agglomXXXXXration de LENS LIEVIN,71,Services de contrôle technique de bâtiments,2019/11/26,24,500000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,SOLIHA  Pas-de-Calais,Pas-de-Calais
164,2.8212988183858,50.4372553547509,165,API AIFE,Marché,Fournitures,21S022N-Achat et la livraison d'un véhicule utilitaire pour la Communauté d'Agglomération de Lens-Liévin,34,Véhicules à usage spécial,2022/05/10,4,37440,Ferme,62,MARCHE,Marché public négocié sans publicité ni mise en concurrence préalable,GE,IVECO NORD,Nord
165,2.8212988183858,50.4372553547509,166,API AIFE,Marché,Services,21S069 - Prestations de formation Ecole Numérique.,80,Services de formation informatique,2021/12/30,24,444826,Révisable,62,MARCHE,Procédure adaptée,ETI,POP SCHOOL,Nord
166,2.8212988183858,50.4372553547509,167,API AIFE,Marché,Fournitures,"22S030-Lot 2 - Apéritifs, vins et champagnes",15,"Boissons, tabac et produits connexes",2022/06/16,12,6000,Révisable,62,ACCORD-CADRE,Procédure adaptée,PME,BRASSERIE BEDAGUE,Pas-de-Calais
167,2.8212988183858,50.4372553547509,168,API AIFE,Marché,Services,22S095-Accord-cadre pour le gardiennage et la télésurveillance des sites de la Communauté d'Agglomération de LENS-LIEVIN,79,Services de sécurité,2022/11/09,12,153215,Révisable,62,ACCORD-CADRE,Procédure adaptée,PME,ITRG,Pas-de-Calais
168,2.8212988183858,50.4372553547509,169,API AIFE,Marché,Travaux,19S0035-Lot 3 - Cloisons - Doublage - Faux Plafond - Menuiseries intXXXXXrieures  - Carrelages,45,Travaux de construction de restaurants et d'établissements similaires,2019/08/22,24,159453,Révisable,62,MARCHE,Appel d'offres ouvert,PME,SARL ICP,Pas-de-Calais
169,2.8212988183858,50.4372553547509,170,API AIFE,Marché,Travaux,18S0064-Lot 2 - Travaux de VRD,45,Travaux de construction,2022/12/20,18,549000,Révisable,62,MARCHE,Procédure adaptée,PME,BALESTRA TP,Pas-de-Calais
170,2.8212988183858,50.4372553547509,171,API AIFE,Marché,Services,22S082-Tri et conditionnement des emballages et papiers,90,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux,2022/10/04,60,9708000,Révisable,62,MARCHE,Appel d'offres ouvert,GE,PAPREC NORD NORMANDIE,Paris
171,2.8212988183858,50.4372553547509,172,API AIFE,Marché,Services,21S116-Conseil et assistance à maitrise d'ouvrage pour la conduite du projet urbain sur le quartier Jean Jaurès (Liévin),71,"Études de faisabilité, service de conseil, analyse",2021/12/30,48,103512,Révisable,62,MARCHE,Appel d'offres ouvert,PME,UNE FABRIQUE DE LA VILLE,Paris
172,2.8212988183858,50.4372553547509,173,API AIFE,Marché,Services,22S124-Lot 1 - Responsabilité générale et risques annexes,66,Services de courtage et services d'agence dans le secteur des assurances,2022/12/21,108,139033,Révisable,62,MARCHE,Appel d'offres ouvert,GE,SMACL ASSURANCES,Deux-Sèvres
173,2.8212988183858,50.4372553547509,174,API AIFE,Marché,Services,21S073-Lot 1 - prestations topographiques,71,Services topographiques,2021/12/15,48,173333,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,ETI,GEOSAT,Gironde
