X,Y,objectid,id,date_maj,nom,statut,epn,nature,horaires_ouverture,email_contact,adresse,code_postal,commune,téléphone,site_internet,accès_équipement,type_équipement,conditions_accès_équipement,coût_accès_équipement,horaires_équipement,médiation_numérique,type_médiation_numérique,conditions_accès_médiation_numé,accompagnement_médiation_numéri,coût_accès_médiation_numérique,fréquence_médiation_numérique,horaires_médnum,démarches,démarches_spécifiques,type_démarches,conditions_accès_démarches,accompagnement_démarches,coût_accès_démarches,fréquence_démarches,horaires_démarches,stockage,coût_stockage,vente_matériel,type_vente_matériel,détail_publics,détail_territoire,accessibilité_pmr,accès_transports_en_commun,aptic,latitude,longitude,horaires_lundi,horaires_mardi,horaires_mercredi,horaires_jeudi,horaires_vendredi,horaires_samedi,horaires_dimanche,itinérance,france_services,département,arrondissement,epci,created_user,created_date,last_edited_user,last_edited_date,globalid
2.83455491137876,50.444252013695,25,1805,2020/11/27 00:00:00+00,centre centre socioculturel Alexandre Dumas,Public,Non,"Centre social, Maison de quartier",Du lundi au vendredi : 09:00-12:30 et 13:30-17:00 / Samedi : 10:00-12:00,-----,Rue Gustave Courbet,62300,Lens,03 21 77 45 60,-----,Oui,Le Centre Socio-Culturel Dumas dispose de six ordinateurs en accès libre aux horaires d’ouverture du centre (hors périodes d’utilisation de la salle).,Accès libre,Gratuit,-----,Oui,"Le Centre propose une initiation à l'informatique pour les adhérents du centre. Cette activité permet d’apprendre les bases de l'ordinateur, de la bureautique ou encore Internet. Les usagers viennent quand ils le souhaitent et avec leurs demandes concernant l'outil.",Accès libre,Personnalisé,Gratuit,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.44425201,2.83455491,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,86176b6d-72e0-4b64-9c5a-fe6ab5cb66eb
2.83166384668427,50.4307670592505,26,1806,2020/11/27 00:00:00+00,Coop Connexion,Privé,Oui,"Tiers-lieu & coworking, FabLab",-----,-----,18 Rue Victor Picard,62300,Lens,09 67 85 42 82,http://coopconnexion.fr/,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,Oui,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.43076706,2.83166385,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,971ea2e0-f211-40f1-8ba7-bb4694276d6e
2.8111951997745,50.4250431996028,27,1807,2020/11/27 00:00:00+00,Centre socioculturel François Vachala,Public,Non,"Centre social, Maison de quartier",-----,-----,Rue Saint Anatole,62300,Lens,03 21 77 45 55,-----,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,Oui,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.4250432,2.8111952,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,d65cd166-a259-4c1d-ba9d-261d1422465e
2.80580520034597,50.4247563001245,28,1808,2020/11/27 00:00:00+00,Espace public numérique maes,Public,Oui,France Service,"lundi, mardi, jeudi, vendredi de 16h45, mercredi de 14h à 18h",epn.maes@gmail.com,école Alfred Maes - Rue Jules Ferry,62300,Lens,03 21 43 78 50,-----,Oui,Poste informatique connecté à internet,Libre,Gratuit,Aux horaires d'ouverture de la structure,Oui,"L'utilisation du poste informatique, L'utilisation d'outils bureautiques et de communication, L'utilisation de services dématérialisés en ligne, La création et publication de contenus en ligne (vidéos, blogs, sites), L'utilisation des réseaux sociaux, L'utilisation de terminaux (tablette, téléphone, imprimantes, scanner), L'utilisation de plateformes d'apprentissage (tutoriels, MOOC), La sensibilisation aux cultures et usages du numérique, La fabrication d'objets numériques (robots, 3D), programmation","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe",Gratuit,Quotidienne,sur rendez-vous,Oui,Oui,"La labellisation France Services permet au minimum de réaliser ses démarches auprès de la Caisse d'allocations familiales (CAF), les ministères de l'Intérieur et de la Justice, les services des impôts et de la direction générale des Finances publiques (DGFIP) , la Caisse nationale d'assurance vieillesse (CNAV), la Caisse nationale d'assurance maladie (sécurité sociale) , la Mutualité sociale agricole (MSA), Pôle emploi et La Poste. Des services des collectivités territoriales ou d’autres partenaires (SNCF, banques) peuvent être proposés.","Sur réservation, inscription ou prise de rendez-vous",Individuel,gratuit,Quotidienne,sur rendez-vous,Non,-----,Non,-----,"demandeurs d'empoi, handicapé-e-s, séniors",-----,Oui,Très facile,chéques #APTIC acceptés,50.4247563,2.8058052,-----,-----,-----,-----,-----,-----,-----,-----,Oui,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,5a1d83ca-ad0a-4569-b4c7-b616f196fad6
2.82259464235293,50.4216232297302,29,1855,2021/01/25 00:00:00+00,anaf didactif,Public,Non,Association,-----,-----,16 Rue du Gard,62300,Lens,-----,https://www.anaf-didactif.fr/,Non,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.42162323,2.82259464,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,91347b81-9025-4de1-b5e3-b290fd6da1d3
2.81113768968976,50.4434004429576,30,2130,2021/03/26 00:00:00+00,centre socioculturel annie flament,Public,Non,"Centre social, Maison de quartier",-----,-----,67 Rue Auguste Lefebvre,62300,Lens,03 21 76 09 23,https://villedelens.fr/mes-services/solidarit%C3%A9/centres-socioculturels/,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.44340044,2.81113769,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,24cec2c0-bf6a-4d5c-9180-6c4893b2ed39
2.83316143126149,50.4298725004061,31,2131,2021/03/26 00:00:00+00,centre communal d'action sociale,Public,Non,"Collectivité territoriale, Ville, CCAS",Du lundi au vendredi de 9h à 12h30 et de 14h à 17h,ccaslens@mairie-lens.fr,2 Rue Bayard,62300,Lens,03 21 14 25 70,https://villedelens.fr/mes-services/solidarit%C3%A9/ccas-alfred-soriaux/,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.4298725,2.83316143,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,e7696b7c-f3c2-4821-98d4-5b0ae0874bfc
2.83545112907133,50.4362890977711,32,2456,2022/05/19 00:00:00+00,Finances Publiques,Public,Non,"Services publiques (CAF, CPAM, CARSAT, MSA, Finances publiques...)",(accueil possible sur rendez-vous),-----,7 rue Louis Armand,62300,Lens,08 09 40 14 01,http://www.impots.gouv.fr/,Oui,"Accès libre à un ordinateur  accès aux sites internet dédiés aux services en ligne des finances publiques : déclarer ses revenus, payer ses impôts, taxes ou amendes / obtenir un document ou un renseignement fiscal / signaler un changement de situation (déménagement, mariage ou PACS ou divorce ou séparation, personnes à charge, perte d'emploi,…) / gérer son patrimoine (achat ou vente de bien immobilier, donations, travaux immobiliers, achat de valeurs mobilières,…) / présenter un recours devant la DGFIP (réclamation, déclaration corrective, difficultés de paiement,…).",Accès libre - Possible sur rendez vous pour les questions complexes,Gratuit,-----,Non,-----,-----,-----,-----,-----,-----,Oui,-----,Il est possible d'être accompagné pour réaliser ses démarches.,Accès libre - Possible sur rendez vous pour les questions complexes,Personnalisé,Gratuit,-----,-----,Non,-----,Non,-----,Tout public,-----,Oui,-----,-----,50.4362891,2.83545113,8h30 à 12h15 / 13h30 à 16h15,8h30 à 12h15 / 13h30 à 16h15,8h30 à 12h15,8h30 à 12h15,8h30 à 12h15,-----,-----,-----,Non,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,12eadce6-efed-46ec-9426-6926562fbf50
2.77325799950283,50.4301529997931,33,1301,2021/06/02 00:00:00+00,Agence Pôle Emploi LIEVIN,Public,Non,"Pôle Emploi, Mission Locale",SANS RENDEZ-VOUS du lundi au jeudi : 08h30 -12h45 et vendredi 9h00 -12h00 / AVEC  RENDEZ VOUS du lundi au jeudi : 12h45 - 16h30,-----,207 rue Solas Goulet,62800,LIEVIN,-----,https://www.pole-emploi.fr/accueil/,Oui,Pôle Emploi propose dans ses locaux un espace disposant d'équipements informatiques accessibles librement par les usagers pour réaliser leurs démarches Pôle Emploi en ligne.,Accès libre,Gratuit,Accès aux horaires d'ouverture,Non,-----,-----,-----,-----,-----,-----,Oui,Oui,"Emploi (Recherche d'emploi, création d'entreprise...)",-----,Individuel,Gratuit,-----,-----,Non,-----,Non,-----,Demandeurs d'emploi,-----,-----,-----,-----,50.430153,2.773258,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,019b19f9-43b0-4c63-b9a0-070531f33a44
2.76764776432948,50.4233829793666,34,0245,2018/11/01 00:00:00+00,Centre Culturel et Social de Jules Grare,Privé,Non,"Centre social, Maison de quartier",mardi : 13:30-15:00 et 16:00-17:30 / Mercredi : 10:00-11:30 / Jeudi : 13:30-15:00 et 15:30-17:00,julesgrare@lievin.fr,Rue des Marichelles,62800,Liévin,03 21 44 20 60,https://lievin.fr/,Non,-----,-----,-----,-----,Oui,Le Centre propose des créneaux de formation dédiés aux séniors (55 ans et plus). Chaque créneau permet l'accueil de 8 personnes.,Sur inscription,En groupe,"Payant - En plus de l’adhésion, il y a un pass d’activités de 16 euros à prendre pour les liévinois (pour ceux n’habitant pas Liévin, le pass est à 30 euros).",-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Adhérents,-----,Non,-----,chéques #APTIC acceptés,50.42338298,2.76764776,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,f5f798b7-73f9-4019-a8ab-5c047e0f21bc
2.77853400000498,50.4197510000315,35,0752,2018/11/01 00:00:00+00,Bibliothèque Jacques Duquesne Pôle Gambetta,Public,Non,Bibliothèque - Médiathèque,-----,l.ferdi@lievin.fr,place Gambetta,62800,Liévin,03 21 45 83 92,https://lievin.fr/,Oui,Accès à Internet dans la bibliothèque.,Accès libre,Gratuit,-----,Non,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,-----,-----,chéques #APTIC acceptés,50.419751,2.778534,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,1fcf08a8-3133-44d8-871d-6c8e7b034128
2.75868702828603,50.4302690941421,36,1857,2021/01/25 00:00:00+00,centre culturel et social les hauts de liévin - salle Baras,Public,Non,"Centre social, Maison de quartier",-----,-----,Rue Pasteur,62800,Liévin,-----,https://lievin.fr/,Non,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.43026909,2.75868703,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,eb583e1a-deb2-450d-80f5-f41b06940a8d
2.78501057615789,50.4200935361433,37,1858,2021/01/25 00:00:00+00,point information jeunesse - centre Outtier,Public,Non,"Collectivité territoriale, Ville, CCAS",-----,-----,309 Rue Clovis,62800,Liévin,-----,https://lievin.fr/,Non,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.42009354,2.78501058,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,f040337d-73e4-4f09-81fb-29e31a3ab937
2.8491682266593,50.4455954570751,38,1854,2021/01/25 00:00:00+00,Mairie de Loison-sous-Lens,Public,Non,"Collectivité territoriale, Ville, CCAS",-----,-----,87 Rue Georges Devouges,62218,Loison-sous-Lens,-----,-----,Oui,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.44559546,2.84916823,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,d7c651cb-e9dc-457e-be7c-f11bbb72606d
2.76624369627384,50.4547882079835,39,1809,2020/11/27 00:00:00+00,EVS de Loos en Gohelle,Privé,Oui,"Tiers-lieu & coworking, FabLab",-----,-----,137 Rue des Heros de la Résistance,62750,Loos-en-Gohelle,03 21 44 00 95,https://www.facebook.com/EVS-Loos-en-Gohelle-1478064839101271,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,Oui,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.45478821,2.7662437,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,cc04d277-517b-4f0d-979e-764337f89beb
2.71010599959017,50.4672089998464,40,0267,2021/07/26 00:00:00+00,Centre Social Cité des Brebis,Privé,Non,"Centre social, Maison de quartier",Fermeture annuelle entre Noel et Nouvel An,csmazingarbe@orange.fr,Place de la Marne Cité des Brebis,62670,MAZINGARBE,03 21 45 35 20,http://csmazingarbe.free.fr/,Oui,"Poste informatique sans connexion à internet, Poste informatique connecté à internet, Tablette sans connexion à internet, Tablette connectée à internet, Scanner, Imprimante","Libre, Sur réservation, inscription ou prise de rendez-vous","gratuit, accessible en souscrivant à un abonnement ou une adhésion","Aux horaires d'ouverture de la structure, Accès libre pour certaines demandes, des créneaux spécifiques pour d'autres",Oui,"L'utilisation du poste informatique, L'utilisation d'outils bureautiques et de communication, L'utilisation de services dématérialisés en ligne, La création et publication de contenus en ligne (vidéos, blogs, sites), L'utilisation des réseaux sociaux, L'utilisation de terminaux (tablette, téléphone, imprimantes, scanner), L'utilisation de plateformes d'apprentissage (tutoriels, MOOC), La sensibilisation aux cultures et usages du numérique, La fabrication d'objets numériques (robots, 3D), Création d'applications","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","gratuit, accessible en souscrivant à un abonnement ou une adhésion",Quotidienne,"Aux horaires d'ouverture de la structure, En fonction des services proposés",Oui,"Non, accompagnement à tous types de démarches",-----,"Sur réservation, inscription ou prise de rendez-vous","Individuellement, En groupe","gratuit, accessible en souscrivant à un abonnement ou une adhésion",Hebdomadaire,Aux horaires d'ouverture de la structure,Non,-----,Non,-----,"Jeunes, adultes, parents, séniors, intervenants extérieurs (pour les animations en visio), enfants, salariés et bénévoles des Centres Sociaux",-----,Oui,Facile,-----,50.467209,2.710106,9h-12h / 14h-18h,9h-12h / 14h-18h,9h-12h / 14h-18h,9h-12h / 14h-18h,9h-12h / 14h-18h,-----,-----,-----,Non,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,4f4338e6-38fb-4e2c-8867-e7ef42126431
2.74878199941648,50.4683060002507,41,0268,2018/11/01 00:00:00+00,Centre Social Maison des 3 Cités,Privé,Non,"Centre social, Maison de quartier",Jeudi : 14:00-17:00,csmazingarbe@orange.fr,Chemin de la Bassée,62670,Mazingarbe,03 21 37 28 00,-----,Oui,"Le Centre Social propose un créneau durant lequel les adhérents peuvent venir avec leurs demandes concernant l'utilisation d'un ordinateur, d'une tablette ou d'un smartphone",Accès libre,Gratuit,-----,Oui,Accompagnement informatique personnalisé sur demande,Accès libre,-----,Gratuit,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Adhérents,-----,Oui,-----,-----,50.468306,2.748782,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,cd8e604a-0764-47c3-b317-7e7c0f016b6b
2.72053313320919,50.469959258571,42,1825,2020/12/08 00:00:00+00,Accompagnement numérique - Mairie,Public,Non,"Collectivité territoriale, Ville, CCAS",-----,-----,"3, Rue Alfred Lefebvre",62670,Mazingarbe,-----,-----,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,Oui,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.46995926,2.72053313,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,a36831e7-c2f4-4eac-8f0a-3d3ba4c02147
2.86761400057989,50.4020980002091,43,0269,2018/11/01 00:00:00+00,Centre Social Max Pol Fouchet,Public,Non,"Centre social, Maison de quartier",mercredi : 14:00-17:00,contact@mairie-mericourt.fr,Rue Jean Jacques Rousseau,62680,Méricourt,09 64 10 79 61,-----,Oui,Le Centre Social Max Pol Fouchet dispose d'une Cyberbase en accès libre sur un créneau.,Accès libre avec accompagnement personnalisé sur demande,Gratuit,-----,Oui,Le Centre propose différents créneaux pour des cours informatiques. Il est possible d'être positionné selon ses disponibilités et/ou son niveau.,Accès libre,En groupe,Payant,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,Oui,-----,-----,50.402098,2.867614,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,70989262-9187-4053-b5de-6be6071e5c7d
2.87191700064874,50.4011280003069,44,0764,2018/11/01 00:00:00+00,Mediatheque La Gare,Public,Non,Bibliothèque - Médiathèque,-----,mediatheque@mairie-mericourt.fr,rue de la Gare,62680,Méricourt,03 91 83 14 85,-----,Oui,Accès à Internet dans la bibliothèque.,Accès libre,-----,-----,Non,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,-----,-----,-----,50.401128,2.871917,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,b58db013-974d-4d84-900b-f21e0334ebb3
2.88271699936358,50.4050368001113,45,1826,2020/12/08 00:00:00+00,Accompagnement numérique - Mairie,Public,Non,"Collectivité territoriale, Ville, CCAS",-----,-----,Rue Des Ecoles,62680,Méricourt,-----,-----,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,Oui,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.4050368,2.882717,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,0df585fc-a8fa-433d-835f-e589464a9434
2.89007400009604,50.4953180001672,46,0759,2018/11/01 00:00:00+00,Médiathèque de Meurchin,Public,Non,Bibliothèque - Médiathèque,-----,mediatheque@meurchin.fr,Place Jean Jaurès,62410,Meurchin,03 21 74 10 52,http://meurchin.bibli.fr/opac/,Oui,Accès à Internet dans la bibliothèque.,Accès libre,-----,-----,Non,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,-----,-----,-----,50.495318,2.890074,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,a1c46759-bc9a-45e7-816d-561d3bc0cc4b
2.88762900053235,50.4249590003603,47,0282,2018/11/01 00:00:00+00,Centre Social Kaleido,Public,Non,"Centre social, Maison de quartier",Lundi : 14:00-16:00 / Mardi : 10:00-12:00 et 17:00-19:00 / Mercredi 10:00-12:00 et 14:00-17:00 / Jeudi : 10:00-12:00 et 16:00-17:00 / Vendredi : 10:00-12:00 et 14:00-17:00,centresocial@noyelles-sous-lens.fr,8 rue du Maréchal Leclerc,62221,Noyelles-sous-Lens,03 21 70 90 20,-----,Oui,Le Centre Social dispose de plusieurs ordinateurs en accès libre sur différents créneaux. Un accompagnement est possible.,Accès libre,Gratuit,-----,Oui,Le Centre propose différents créneaux durant lesquels les adhérents peuvent venir faire leurs demandes. Il est préférable de venir avec son propre matériel.,Sur inscription,Personnalisé,"Gratuit puis payant - En adhérant au Centre, ils ont le droit à 5 heures gratuites (puis 2,5 €/heure pour les habitants de la ville, 5€ pour ceux de l’extérieur).",-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,Oui,-----,chéques #APTIC acceptés,50.424959,2.887629,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,7f8cf00d-fc2e-4731-be0c-c9492f509943
2.87388300033833,50.4283250001893,48,0770,2018/11/01 00:00:00+00,Médiathèque Municipale,Public,Non,Bibliothèque - Médiathèque,-----,biblio@noyelles-sous-len.fr,54 rue Victor Hugo,62221,Noyelles-sous-Lens,03 21 70 30 40,http://www.mediathequedenoyelles.com,Oui,Accès à Internet dans la bibliothèque.,Accès libre,-----,-----,Non,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,-----,-----,-----,50.428325,2.873883,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,1088e832-bcc3-4bfe-9bc4-7811c81d7dc6
2.68502129950853,50.4402013001131,49,1823,2020/12/08 00:00:00+00,Accompagnement numérique - Mairie,Public,Non,"Collectivité territoriale, Ville, CCAS",-----,-----,Place Lyautey,62114,Sains-en-Gohelle,-----,-----,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,Oui,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.4402013,2.6850213,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,2c7d262a-c9e3-4e2d-916d-395508a71858
2.68396800023585,50.4474689997418,50,FS365,2020/09/01 00:00:00+00,France Services - Sains-en-Gohelle,Public,Non,France Service,-----,msap.sains-en-gohelle@laposte.fr,Place de la mairie,62114,SAINS-EN-GOHELLE,03 21 45 62 95,https://www.economie.gouv.fr/particuliers/france-services,Non,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,Oui,Oui,"La labellisation France Services permet au minimum de réaliser ses démarches auprès de la Caisse d'allocations familiales (CAF), les ministères de l'Intérieur et de la Justice, les services des impôts et de la direction générale des Finances publiques (DGFIP) , la Caisse nationale d'assurance vieillesse (CNAV), la Caisse nationale d'assurance maladie (sécurité sociale) , la Mutualité sociale agricole (MSA), Pôle emploi et La Poste. Des services des collectivités territoriales ou d’autres partenaires (SNCF, banques) peuvent être proposés.",-----,-----,-----,-----,-----,Non,-----,Non,-----,Pour tous les citoyens français et les personnes résidant en France qui utilisent les services publics français.,-----,-----,-----,-----,50.447469,2.683968,08:30 - 12:00 / 14:00 - 17:00,8:30 - 12:00 14:00 -16:15,8:30 - 12:00 / 14:00 - 17:00,8:30 - 12:00 / 14:00 - 17:00,8:30 - 12:00 / 14:00 - 17:00,08:30 - 12:00,-----,-----,Oui,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,6567aaae-8d18-4518-bf98-bf3f14b2fc92
2.85535699948833,50.4216920001159,51,0795,2018/11/01 00:00:00+00,Mediatheque Municipale,Public,Non,Bibliothèque - Médiathèque,-----,bibliotheque@ville-sallaumines.fr,rue Arthur Lamendin,62430,Sallaumines,03 21 67 00 67,http://www.bibliotheque.ville-sallaumines.fr/portail/,Oui,Accès à Internet dans la bibliothèque.,Accès libre,-----,-----,Non,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,-----,-----,-----,50.421692,2.855357,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,0fa1abf7-f130-4c37-b8f0-aad2aec6925c
2.74424500054734,50.3950730002723,52,0798,2018/11/01 00:00:00+00,Bibliothèque Municipale De Souchez,Public,Non,Bibliothèque - Médiathèque,-----,mediathequedesouchez@live.fr,11bis rue Jean Jaurès,62153,Souchez,03 21 72 98 90,http://www.mediatheque-souchez.fr,Oui,Accès à Internet dans la bibliothèque.,Accès libre,-----,-----,Non,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,-----,-----,-----,50.395073,2.744245,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,af64e5af-22b1-4589-a8f4-9f7ba72f592f
